户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
3室2厅,中楼层/共8层,110,平层/其他,85.0,金狮小区顺海苑,云岩区,南,无,2021年08月28日 ,普通住宅 ,7728
2室1厅,高楼层/共6层,68,平层/简装,48.0,贵乌北路159号,云岩区,南,无,2021年08月28日 ,普通住宅 ,7059
4室2厅,高楼层/共35层,157,平层/精装,288.0,银海元隆广场,云岩区,东南南,有,2021年08月28日 ,普通住宅 ,18344
2室1厅,低楼层/共7层,69.8,平层/简装,55.0,市西路303号,云岩区,东,无,2021年08月28日 ,普通住宅 ,7880
2室2厅,高楼层/共6层,79.51,平层/简装,54.8,碧树云天,云岩区,东南,无,2021年08月28日 ,普通住宅 ,6893
2室2厅,高楼层/共32层,88.31,平层/简装,91.0,未来方舟H1组团,云岩区,东南,有,2021年08月28日 ,普通住宅 ,10305
3室2厅,高楼层/共15层,125,平层/简装,110.0,兴隆枫丹白鹭城市花园白鹭洲,云岩区,东南,有,2021年08月28日 ,普通住宅 ,8800
4室2厅,中楼层/共28层,119.84,平层/精装,106.0,美的云熙府,云岩区,南北,有,2021年08月28日 ,普通住宅 ,8846
3室2厅,中楼层/共32层,87.5,平层/精装,89.0,万科悦城,云岩区,南,有,2021年08月28日 ,普通住宅 ,10172
3室2厅,高楼层/共7层,78.5,平层/简装,52.0,威清路125号,云岩区,南,无,2021年08月28日 ,普通住宅 ,6625
3室1厅,中楼层/共8层,80.46,平层/精装,108.0,圆通街22号,云岩区,东南,无,2021年08月28日 ,普通住宅 ,13423
2室1厅,高楼层/共36层,61,平层/精装,40.0,中天甜蜜小镇2组团,云岩区,南,有,2021年08月28日 ,普通住宅 ,6558
2室2厅,中楼层/共35层,60.01,平层/精装,39.0,中天甜蜜小镇2组团,云岩区,东南,有,2021年08月28日 ,普通住宅 ,6499
2室1厅,高楼层/共18层,91.68,平层/简装,90.0,智慧龍城玲珑水榭,云岩区,西,有,2021年08月28日 ,普通住宅 ,9817
3室1厅,中楼层/共8层,102.02,平层/精装,76.0,南垭路32号,云岩区,东南,无,2021年08月28日 ,普通住宅 ,7450
3室2厅,高楼层/共32层,114.99,平层/毛坯,104.0,未来方舟H1组团,云岩区,东南,有,2021年08月27日 ,普通住宅 ,9045
3室2厅,低楼层/共34层,77,平层/精装,63.0,万科城,云岩区,西,有,2021年08月27日 ,普通住宅 ,8182
3室2厅,中楼层/共34层,85.77,平层/毛坯,66.0,中国普天中央国际,云岩区,东南,有,2021年08月27日 ,普通住宅 ,7695
3室2厅,高楼层/共7层,95.13,平层/其他,75.0,新添大道510号,云岩区,南,无,2021年08月27日 ,普通住宅 ,7884
3室1厅,中楼层/共31层,127,平层/毛坯,120.0,中天未来方舟D9组团,云岩区,东南,无,2021年08月27日 ,普通住宅 ,9449
2室1厅,低楼层/共8层,85.6,平层/精装,80.0,新联小区,云岩区,南,无,2021年08月27日 ,普通住宅 ,9346
3室1厅,低楼层/共9层,107.04,平层/精装,120.0,缇香郡,云岩区,东南,无,2021年08月27日 ,普通住宅 ,11211
3室2厅,低楼层/共31层,134.73,平层/简装,142.0,未来方舟G1组团,云岩区,南北,有,2021年08月27日 ,普通住宅 ,10540
2室1厅,高楼层/共35层,60,平层/精装,37.0,中天甜蜜小镇2组团,云岩区,南北,有,2021年08月27日 ,普通住宅 ,6167
3室2厅,高楼层/共11层,120,平层/简装,72.0,金狮小区顺海苑,云岩区,南,无,2021年08月27日 ,普通住宅 ,6000
2室1厅,中楼层/共45层,78,平层/精装,52.0,花果园X区,云岩区,西南,有,2021年08月27日 ,普通住宅 ,6667
2室2厅,中楼层/共8层,102.63,平层/简装,81.0,市西巷5号,云岩区,南,无,2021年08月27日 ,普通住宅 ,7893
2室1厅,低楼层/共8层,60.52,平层/简装,55.0,红豆巷51号,云岩区,南,无,2021年08月27日 ,普通住宅 ,9088
3室2厅,高楼层/共32层,111.67,平层/毛坯,107.0,未来方舟D15组团,云岩区,南,有,2021年08月27日 ,普通住宅 ,9582
3室2厅,高楼层/共8层,87.76,平层/其他,95.0,黔和花园,云岩区,南,无,2021年08月27日 ,普通住宅 ,10825
3室2厅,中楼层/共42层,95.18,平层/其他,98.0,中大国际广场,云岩区,东南,有,2021年08月27日 ,普通住宅 ,10297
2室1厅,中楼层/共28层,123,平层/精装,138.0,御荣新城,云岩区,西南,有,2021年08月27日 ,普通住宅 ,11220
1室1厅,中楼层/共7层,38.6,平层/简装,32.0,市西巷3号,云岩区,东南,无,2021年08月27日 ,普通住宅 ,8291
4室2厅,高楼层/共33层,125.73,平层/毛坯,65.0,绿地伊顿公馆,白云区,东南,有,2021年12月11日 ,普通住宅 ,5170
3室2厅,中楼层/共7层,103.81,错层/精装,70.0,七彩湖花园,白云区,东南,无,2021年12月10日 ,普通住宅 ,6744
3室2厅,高楼层/共6层,114.7,平层/毛坯,73.0,利海·米兰,白云区,东南南西南,无,2021年12月08日 ,普通住宅 ,6365
3室2厅,中楼层/共32层,86,平层/精装,68.0,优品道·现代城,白云区,东,有,2021年12月06日 ,普通住宅 ,7907
2室2厅,中楼层/共29层,112.4,平层/简装,75.0,白云大厦,白云区,东南,有,2021年12月04日 ,普通住宅 ,6673
4室2厅,中楼层/共18层,130.94,暂无数据/其他,132.0,南湖郡一期,白云区,南,有,2021年12月20日 ,普通住宅 ,10081
4室2厅,低楼层/共33层,109,暂无数据/简装,88.0,优品道·优品城邦,白云区,东南,有,2021年12月20日 ,普通住宅 ,8074
2室1厅,中楼层/共8层,63.57,暂无数据/简装,41.0,贵铝住宅,白云区,东南,无,2021年12月20日 ,普通住宅 ,6450
1室1厅,高楼层/共6层,50.07,暂无数据/其他,18.0,新型社区·温馨家园,白云区,东南,无,2021年12月20日 ,普通住宅 ,3595
3室2厅,低楼层/共34层,108,暂无数据/其他,130.0,碧潭园珑璟,白云区,南,有,2021年12月20日 ,普通住宅 ,12038
4室1厅,低楼层/共31层,119.79,平层/精装,90.0,优品道·优品城邦,白云区,西,有,2021年12月19日 ,普通住宅 ,7514
4室2厅,高楼层/共16层,205.31,暂无数据/毛坯,235.0,南湖里,白云区,东,有,2021年12月19日 ,普通住宅 ,11447
4室2厅,中楼层/共16层,202,暂无数据/其他,260.0,南湖里,白云区,东南,有,2021年12月19日 ,普通住宅 ,12872
2室1厅,高楼层/共6层,75,暂无数据/其他,45.0,长山小区,白云区,南北,无,2021年12月19日 ,普通住宅 ,6000
4室1厅,低楼层/共16层,199.75,复式/毛坯,160.0,南湖里,白云区,东南,有,2021年12月19日 ,普通住宅 ,8011
3室2厅,低楼层/共34层,88.5,暂无数据/其他,65.0,优品道·现代城,白云区,南,无,2021年12月18日 ,普通住宅 ,7345
2室1厅,中楼层/共18层,102.92,复式/其他,88.0,南湖郡一期,白云区,西南,有,2021年12月18日 ,普通住宅 ,8551
2室1厅,高楼层/共8层,62.18,平层/简装,38.0,杨柳雅居小区,白云区,东北,无,2021年12月18日 ,普通住宅 ,6112
4室2厅,高楼层/共30层,137,平层/精装,130.0,俊发城,白云区,东南,无,2021年12月18日 ,普通住宅 ,9490
3室2厅,中楼层/共32层,85,暂无数据/精装,70.0,优品道·优品城邦,白云区,东南,有,2021年12月18日 ,普通住宅 ,8236
2室1厅,高楼层/共6层,77.61,平层/精装,50.0,新怡小区,白云区,南,无,2021年12月18日 ,普通住宅 ,6443
3室2厅,低楼层/共6层,144.94,平层/毛坯,165.0,优品道·优品城邦,白云区,东南,有,2021年12月18日 ,普通住宅 ,11385
3室2厅,低楼层/共32层,84.36,暂无数据/毛坯,73.0,优品道·现代城,白云区,东南,有,2021年12月18日 ,普通住宅 ,8654
4室2厅,高楼层/共18层,157.96,平层/精装,150.0,德成南湖观邸,白云区,南,有,2021年12月18日 ,普通住宅 ,9497
3室2厅,高楼层/共31层,113.64,平层/其他,90.4,北尚华城,白云区,南,有,2021年12月18日 ,普通住宅 ,7955
3室1厅,高楼层/共34层,96,平层/其他,77.0,俊发城,白云区,东南,有,2021年12月17日 ,普通住宅 ,8021
7室2厅,高楼层/共7层,165,暂无数据/其他,248.0,俊发城,白云区,东南,无,2021年12月17日 ,普通住宅 ,15031
3室2厅,中楼层/共11层,122.97,暂无数据/其他,95.0,七彩湖花园,白云区,南,有,2021年12月17日 ,普通住宅 ,7726
3室2厅,高楼层/共31层,89.34,平层/精装,67.8,恒大城,白云区,南,有,2021年12月17日 ,普通住宅 ,7589
2室2厅,高楼层/共32层,91,平层/精装,63.5,恒大城,白云区,西南,有,2021年12月17日 ,普通住宅 ,6979
4室1厅,高楼层/共32层,142.38,平层/其他,136.0,云城尚品A3区,白云区,南,有,2021年12月17日 ,普通住宅 ,9552
1室1厅,中楼层/共29层,60.17,暂无数据/精装,32.0,绿地新都会,白云区,东南,有,2021年12月17日 ,商住两用 ,5319
3室2厅,中楼层/共6层,90.77,暂无数据/其他,73.0,利海·米兰,白云区,南北,无,2021年12月17日 ,普通住宅 ,8043
3室2厅,高楼层/共33层,127,暂无数据/其他,140.0,俊发城,白云区,东南,有,2021年12月17日 ,普通住宅 ,11024
4室2厅,低楼层/共33层,141.5,平层/精装,140.0,俊发城,白云区,南,无,2021年12月17日 ,普通住宅 ,9894
3室1厅,高楼层/共6层,84.3,暂无数据/其他,45.0,龚北路,白云区,东南,无,2021年12月17日 ,普通住宅 ,5339
3室2厅,低楼层/共30层,101.94,暂无数据/精装,90.0,白金壹号,白云区,南西南,有,2021年12月17日 ,普通住宅 ,8829
3室2厅,中楼层/共34层,97,暂无数据/其他,83.0,俊发城,白云区,东南,有,2021年12月17日 ,普通住宅 ,8557
5室2厅,低楼层/共3层,317,暂无数据/精装,500.0,中天托斯卡纳22组团,白云区,南北,无,2021年12月16日 ,别墅 ,15773
2室1厅,低楼层/共6层,59,暂无数据/其他,32.0,长山路,白云区,西南,无,2021年12月16日 ,普通住宅 ,5424
3室2厅,中楼层/共34层,86.76,暂无数据/精装,110.0,碧潭园珑璟,白云区,南,有,2021年12月16日 ,普通住宅 ,12679
4室1厅,高楼层/共33层,115.44,平层/精装,77.0,优品道·优品城邦,白云区,南,有,2021年12月16日 ,普通住宅 ,6671
3室2厅,低楼层/共26层,122,平层/毛坯,68.0,俊发城,白云区,南,有,2021年12月16日 ,普通住宅 ,5574
3室1厅,低楼层/共25层,117.15,暂无数据/其他,82.0,华颐和苑,白云区,南,有,2021年12月16日 ,普通住宅 ,7000
3室1厅,低楼层/共6层,85.7,暂无数据/简装,62.0,安庆巷,白云区,东南,无,2021年12月16日 ,普通住宅 ,7235
2室1厅,中楼层/共8层,77.5,暂无数据/其他,39.0,杨柳街,白云区,南,无,2021年12月16日 ,普通住宅 ,5033
4室2厅,高楼层/共9层,138,平层/其他,150.0,俊发城,白云区,东南,无,2021年12月16日 ,普通住宅 ,10870
3室1厅,中楼层/共30层,114,平层/精装,80.0,白金壹号,白云区,东南,有,2021年12月16日 ,普通住宅 ,7018
3室1厅,中楼层/共32层,112,平层/其他,84.0,恒大城,白云区,西南,有,2021年12月16日 ,普通住宅 ,7500
2室2厅,高楼层/共32层,78,暂无数据/其他,59.0,优品道·现代城,白云区,东南,有,2021年12月16日 ,普通住宅 ,7565
2室1厅,中楼层/共6层,63.57,平层/精装,45.0,高科花漾生活,白云区,南北,无,2021年12月16日 ,普通住宅 ,7079
2室1厅,中楼层/共25层,87,暂无数据/简装,70.0,华颐和苑,白云区,南,有,2021年12月16日 ,普通住宅 ,8046
6室2厅,中楼层/共8层,300,暂无数据/其他,230.0,优品道·优品城邦,白云区,南,有,2021年12月16日 ,普通住宅 ,7667
2室1厅,高楼层/共18层,70,平层/精装,45.0,同心丽景,白云区,东南,有,2021年12月15日 ,普通住宅 ,6429
3室2厅,中楼层/共33层,122.4,平层/其他,79.9,和馨苑,白云区,南西南,有,2021年12月15日 ,普通住宅 ,6528
6室2厅,低楼层/共9层,121,暂无数据/其他,240.0,俊发城,白云区,东南,有,2021年12月15日 ,普通住宅 ,19835
3室2厅,中楼层/共34层,117,暂无数据/其他,110.0,俊发城,白云区,东南,有,2021年12月15日 ,普通住宅 ,9402
3室2厅,中楼层/共33层,86,暂无数据/其他,80.0,俊发城,白云区,东南,有,2021年12月15日 ,普通住宅 ,9303
4室2厅,低楼层/共7层,163,平层/其他,165.0,俊发城,白云区,东南,有,2021年12月15日 ,普通住宅 ,10123
3室1厅,高楼层/共7层,118.34,平层/其他,115.0,俊发城,白云区,东南,有,2021年12月15日 ,普通住宅 ,9718
2室1厅,高楼层/共6层,57.05,平层/其他,39.8,建设路,白云区,南北,无,2021年12月15日 ,普通住宅 ,6977
3室2厅,高楼层/共33层,85,平层/其他,73.8,优品道·优品城邦,白云区,东南,有,2021年12月15日 ,普通住宅 ,8683
3室2厅,低楼层/共32层,112,平层/其他,83.8,恒大城,白云区,南,有,2021年12月15日 ,普通住宅 ,7483
3室2厅,高楼层/共31层,125,暂无数据/精装,135.0,贵阳恒大未来城,白云区,南,无,2021年12月15日 ,普通住宅 ,10800
6室2厅,高楼层/共7层,213,暂无数据/其他,140.0,阳光花园(白云区),白云区,南,无,2021年12月15日 ,普通住宅 ,6573
3室2厅,中楼层/共28层,127,平层/简装,95.0,帝璟佳苑,白云区,南,有,2021年12月15日 ,普通住宅 ,7481
3室2厅,中楼层/共18层,103,暂无数据/其他,78.0,云景世家,白云区,南北,有,2021年12月15日 ,普通住宅 ,7573
1室1厅,中楼层/共6层,48.6,暂无数据/简装,35.0,白云区龚家寨小区,白云区,南,无,2021年12月15日 ,普通住宅 ,7202
3室2厅,中楼层/共32层,114,平层/毛坯,90.0,云城尚品A3区,白云区,南北,有,2021年12月14日 ,普通住宅 ,7895
3室2厅,高楼层/共6层,110,暂无数据/其他,80.0,泰和花园(白云南路),白云区,南,无,2021年12月14日 ,普通住宅 ,7273
3室1厅,中楼层/共11层,88.7,平层/其他,82.0,恒大绿洲,白云区,东,有,2021年12月14日 ,普通住宅 ,9245
2室2厅,低楼层/共32层,76,暂无数据/其他,91.0,优品道·现代城,白云区,南,有,2021年12月14日 ,普通住宅 ,11974
2室2厅,高楼层/共8层,91.23,平层/简装,54.8,长山路15号,白云区,南,无,2021年12月14日 ,普通住宅 ,6007
3室2厅,中楼层/共5层,110.66,平层/其他,84.0,美好商厦,白云区,南,无,2021年12月14日 ,普通住宅 ,7591
2室2厅,中楼层/共6层,70,平层/其他,51.8,新园小区,白云区,南北,无,2021年12月14日 ,普通住宅 ,7400
2室2厅,低楼层/共7层,87.73,平层/简装,55.0,宏泰地产,白云区,东南,无,2021年12月14日 ,普通住宅 ,6270
3室2厅,低楼层/共32层,86,平层/其他,61.6,优品道·现代城,白云区,南,有,2021年12月14日 ,普通住宅 ,7163
3室2厅,高楼层/共31层,115,暂无数据/毛坯,73.0,白金壹号,白云区,南,有,2021年12月13日 ,普通住宅 ,6348
3室2厅,高楼层/共29层,119,平层/毛坯,86.0,白金壹号,白云区,南,有,2021年12月13日 ,普通住宅 ,7227
3室2厅,中楼层/共32层,88,暂无数据/毛坯,60.0,优品道·现代城,白云区,东南,有,2021年12月13日 ,普通住宅 ,6819
2室1厅,中楼层/共8层,64.65,暂无数据/简装,42.0,同心路,白云区,东南,无,2021年12月13日 ,普通住宅 ,6497
2室1厅,低楼层/共32层,78,平层/其他,57.0,优品道·现代城,白云区,东南,有,2021年12月13日 ,普通住宅 ,7308
2室1厅,中楼层/共29层,59.98,平层/精装,38.0,绿地新都会,白云区,东南,有,2021年12月13日 ,商住两用 ,6336
3室2厅,中楼层/共7层,113,暂无数据/其他,80.0,阳光花园(白云区),白云区,南,有,2021年12月13日 ,普通住宅 ,7080
2室2厅,高楼层/共11层,80.82,暂无数据/其他,70.0,恒大绿洲,白云区,东东南,有,2021年12月13日 ,普通住宅 ,8662
3室2厅,高楼层/共6层,100,暂无数据/简装,79.0,泰和花园(白云南路),白云区,东南,无,2021年12月13日 ,普通住宅 ,7900
5室2厅,中楼层/共18层,180,平层/精装,168.0,德成南湖观邸,白云区,西南,有,2021年12月13日 ,普通住宅 ,9334
3室2厅,中楼层/共32层,124.36,平层/精装,98.0,恒大城,白云区,南北,有,2021年12月13日 ,普通住宅 ,7881
3室2厅,中楼层/共33层,92.71,暂无数据/毛坯,65.0,绿地伊顿公馆,白云区,南,有,2021年12月12日 ,普通住宅 ,7012
2室1厅,中楼层/共8层,62.61,暂无数据/其他,33.0,鋁兴社区和谐大院,白云区,东南,无,2021年12月12日 ,普通住宅 ,5271
2室2厅,高楼层/共33层,75.19,平层/其他,78.0,俊发城,白云区,东南,有,2021年12月12日 ,普通住宅 ,10374
3室2厅,低楼层/共33层,97,平层/其他,85.0,俊发城,白云区,东南,有,2021年12月12日 ,普通住宅 ,8763
2室2厅,中楼层/共33层,76,平层/其他,65.0,俊发城,白云区,东南,有,2021年12月12日 ,普通住宅 ,8553
6室2厅,低楼层/共11层,121.56,复式/其他,158.0,恒大绿洲,白云区,北,有,2021年12月12日 ,普通住宅 ,12998
3室2厅,低楼层/共25层,117.15,平层/精装,106.0,华颐和苑,白云区,东南,有,2021年12月12日 ,普通住宅 ,9049
2室1厅,中楼层/共6层,61,暂无数据/简装,35.0,龚北路,白云区,南北,无,2021年12月12日 ,普通住宅 ,5738
2室2厅,高楼层/共32层,75,平层/其他,75.0,俊发城,白云区,东南,有,2021年12月12日 ,普通住宅 ,10000
3室2厅,高楼层/共8层,101.69,平层/其他,75.0,尖山小区,白云区,南,有,2021年12月11日 ,普通住宅 ,7376
4室2厅,高楼层/共6层,130,暂无数据/简装,84.5,长宁街66-17号,白云区,东西,无,2021年12月11日 ,普通住宅 ,6500
6室2厅,低楼层/共32层,126.07,复式/精装,140.0,恒大城,白云区,西南,有,2021年12月11日 ,普通住宅 ,11105
4室2厅,低楼层/共28层,109,平层/简装,75.0,优品道·优品城邦,白云区,东南,有,2021年12月10日 ,普通住宅 ,6881
2室1厅,中楼层/共6层,60.64,暂无数据/其他,33.0,建设南路12号,白云区,西北,无,2021年12月10日 ,普通住宅 ,5442
3室2厅,高楼层/共31层,122,平层/其他,94.0,云城苑,白云区,东南,有,2021年12月10日 ,普通住宅 ,7705
3室2厅,低楼层/共32层,141.57,暂无数据/精装,115.0,恒大城,白云区,东南,有,2021年12月10日 ,普通住宅 ,8124
3室1厅,低楼层/共32层,95,平层/简装,90.0,云城尚品A3区,白云区,南,有,2021年12月10日 ,普通住宅 ,9474
3室2厅,低楼层/共33层,122,平层/其他,79.6,和馨苑,白云区,东南,无,2021年12月10日 ,普通住宅 ,6525
4室2厅,低楼层/共7层,131,暂无数据/其他,98.0,帝璟佳苑,白云区,东南,无,2021年12月10日 ,普通住宅 ,7481
2室1厅,中楼层/共9层,65.58,平层/简装,42.0,贵铝住宅,白云区,西北,无,2021年12月09日 ,普通住宅 ,6405
3室1厅,高楼层/共32层,97,平层/其他,80.0,云城尚品A3区,白云区,南,有,2021年12月09日 ,普通住宅 ,8248
1室1厅,高楼层/共29层,290,暂无数据/精装,200.0,绿地新都会,白云区,南,有,2021年12月09日 ,普通住宅 ,6897
4室2厅,中楼层/共32层,180,平层/精装,140.0,恒大城,白云区,南,有,2021年12月09日 ,普通住宅 ,7778
3室2厅,高楼层/共8层,110,暂无数据/其他,60.0,建设路,白云区,南北,无,2021年12月09日 ,普通住宅 ,5455
3室2厅,中楼层/共32层,104.05,平层/精装,90.0,云城尚品A1区,白云区,南,有,2021年12月09日 ,普通住宅 ,8650
2室2厅,低楼层/共32层,88.47,暂无数据/精装,68.0,恒大城,白云区,西南,有,2021年12月09日 ,普通住宅 ,7687
3室2厅,高楼层/共6层,137.58,暂无数据/精装,105.0,七彩湖花园,白云区,南北,无,2021年12月09日 ,普通住宅 ,7632
3室2厅,低楼层/共32层,86.68,平层/毛坯,72.0,优品道·现代城,白云区,东南南,有,2021年12月08日 ,普通住宅 ,8307
3室1厅,中楼层/共31层,90,暂无数据/精装,90.0,贵阳恒大未来城,白云区,南,无,2021年12月08日 ,普通住宅 ,10000
3室2厅,高楼层/共11层,111.09,错层/精装,80.0,金峰小区,白云区,南,有,2021年12月08日 ,普通住宅 ,7202
4室2厅,高楼层/共6层,170,复式/毛坯,168.0,岭秀阳光,白云区,东南,无,2021年12月08日 ,普通住宅 ,9883
2室2厅,高楼层/共25层,87.5,平层/其他,66.0,华颐和苑,白云区,东南,有,2021年12月08日 ,普通住宅 ,7543
3室2厅,中楼层/共32层,112,平层/简装,79.0,恒大城,白云区,西北,有,2021年12月08日 ,普通住宅 ,7054
3室2厅,高楼层/共32层,121.67,平层/毛坯,80.0,白金壹号,白云区,南北,有,2021年12月08日 ,普通住宅 ,6576
2室1厅,高楼层/共25层,94.38,平层/其他,71.0,华颐和苑,白云区,东南,有,2021年12月08日 ,普通住宅 ,7523
2室1厅,高楼层/共6层,59.67,平层/简装,29.0,长宁街6号,白云区,南,无,2021年12月08日 ,普通住宅 ,4861
3室2厅,高楼层/共32层,127.57,平层/精装,95.0,恒大城,白云区,东南南西南,有,2021年12月07日 ,普通住宅 ,7447
3室2厅,中楼层/共31层,111,平层/精装,92.0,恒大城,白云区,南北,有,2021年12月07日 ,普通住宅 ,8289
2室2厅,中楼层/共30层,97.6,平层/精装,62.0,心美TWINS·国际,白云区,东南,有,2021年12月07日 ,普通住宅 ,6353
3室2厅,中楼层/共34层,106.73,平层/精装,115.0,碧潭园珑璟,白云区,东南,无,2021年12月07日 ,普通住宅 ,10775
3室2厅,低楼层/共34层,86,平层/毛坯,70.0,优品道·现代城,白云区,东南,无,2021年12月07日 ,普通住宅 ,8140
3室2厅,高楼层/共18层,131,暂无数据/精装,100.0,利海米兰春天·2期,白云区,西南,有,2021年12月07日 ,普通住宅 ,7634
2室2厅,高楼层/共32层,88.2,平层/精装,68.0,恒大城,白云区,南,有,2021年12月07日 ,普通住宅 ,7710
4室2厅,中楼层/共29层,109.96,平层/毛坯,88.0,优品道·优品城邦,白云区,南,有,2021年12月07日 ,普通住宅 ,8003
3室2厅,高楼层/共32层,112,平层/精装,88.0,恒大城,白云区,南,有,2021年12月07日 ,普通住宅 ,7858
4室2厅,中楼层/共9层,138,平层/其他,138.0,俊发城,白云区,东南,有,2021年12月07日 ,普通住宅 ,10000
3室2厅,高楼层/共33层,120,暂无数据/毛坯,94.0,北尚华城,白云区,南,有,2021年12月06日 ,普通住宅 ,7834
2室1厅,高楼层/共7层,54,平层/其他,32.0,同心西路,白云区,南,无,2021年12月06日 ,普通住宅 ,5926
4室1厅,中楼层/共6层,140.5,错层/其他,83.6,七彩湖花园,白云区,东南,无,2021年12月06日 ,普通住宅 ,5951
3室2厅,中楼层/共7层,81.26,平层/简装,55.0,尖山小区,白云区,南,无,2021年12月05日 ,普通住宅 ,6769
2室1厅,中楼层/共4层,62,平层/简装,29.0,红宝石街6号,白云区,东南,无,2021年12月05日 ,普通住宅 ,4678
3室2厅,中楼层/共33层,95,平层/其他,88.0,俊发城,白云区,西南,有,2021年12月05日 ,普通住宅 ,9264
4室2厅,低楼层/共34层,129.8,暂无数据/其他,145.3,碧潭园珑璟,白云区,南,有,2021年12月05日 ,普通住宅 ,11195
4室3厅,高楼层/共18层,120,复式/其他,120.0,南湖郡一期,白云区,南,有,2021年12月05日 ,普通住宅 ,10000
5室2厅,低楼层/共3层,175.63,暂无数据/简装,180.0,中天 · 托斯卡纳24组团,白云区,南,无,2021年12月05日 ,别墅 ,10249
2室2厅,高楼层/共18层,71,暂无数据/其他,50.0,同心丽景,白云区,南,无,2021年12月04日 ,普通住宅 ,7043
3室1厅,低楼层/共33层,122,暂无数据/精装,68.0,和馨苑,白云区,南北,无,2021年12月04日 ,普通住宅 ,5574
2室2厅,低楼层/共32层,88.47,平层/精装,63.0,恒大城,白云区,东南,有,2021年12月04日 ,普通住宅 ,7122
2室1厅,高楼层/共6层,72.99,暂无数据/简装,43.0,中航标小区,白云区,南,无,2021年12月04日 ,普通住宅 ,5892
3室2厅,低楼层/共32层,88,平层/其他,82.0,优品道·现代城,白云区,东南,有,2021年12月04日 ,普通住宅 ,9319
3室2厅,低楼层/共26层,121.39,平层/精装,110.0,俊发城,白云区,东南,有,2021年12月04日 ,普通住宅 ,9062
3室2厅,低楼层/共32层,91.62,暂无数据/精装,78.0,恒大城,白云区,西南,有,2021年12月03日 ,普通住宅 ,8514
2室1厅,高楼层/共32层,87,平层/精装,75.0,恒大城,白云区,东南,有,2021年12月03日 ,普通住宅 ,8621
3室2厅,中楼层/共8层,86,平层/简装,61.8,鋁兴社区和谐大院,白云区,东南,无,2021年12月03日 ,普通住宅 ,7187
3室2厅,低楼层/共7层,130,平层/精装,130.0,俊发城,白云区,南北,有,2021年12月03日 ,普通住宅 ,10000
2室2厅,低楼层/共32层,88.47,平层/精装,65.0,恒大城,白云区,西南,有,2021年12月03日 ,普通住宅 ,7348
3室2厅,高楼层/共34层,88,暂无数据/精装,80.0,优品道·现代城,白云区,南,无,2021年12月03日 ,普通住宅 ,9091
4室1厅,低楼层/共32层,107,暂无数据/精装,95.0,优品道·优品城邦,白云区,南,有,2021年12月03日 ,普通住宅 ,8879
2室2厅,中楼层/共32层,76.96,暂无数据/其他,55.0,优品道·现代城,白云区,西北,有,2021年12月03日 ,普通住宅 ,7147
2室2厅,高楼层/共11层,80.1,暂无数据/其他,70.0,恒大绿洲,白云区,南北,无,2021年12月02日 ,普通住宅 ,8740
3室1厅,高楼层/共31层,77.6,平层/其他,63.0,优品道·优品城邦,白云区,东南,有,2021年12月02日 ,普通住宅 ,8119
3室1厅,中楼层/共34层,88,平层/其他,70.0,优品道·现代城,白云区,东南南,有,2021年12月02日 ,普通住宅 ,7955
3室1厅,中楼层/共32层,89.87,平层/其他,73.0,恒大城,白云区,北,有,2021年12月02日 ,普通住宅 ,8123
2室1厅,中楼层/共6层,69.71,平层/简装,55.0,长宁街66-17号,白云区,南,无,2021年12月02日 ,普通住宅 ,7890
3室2厅,高楼层/共9层,108.07,错层/精装,61.5,朝晖花园,白云区,南,无,2021年12月02日 ,普通住宅 ,5691
3室2厅,低楼层/共18层,128.98,平层/毛坯,75.0,利海米兰春天·2期,白云区,南,有,2021年12月02日 ,普通住宅 ,5815
2室1厅,中楼层/共33层,81.42,平层/精装,50.0,绿地伊顿公馆,白云区,东南,有,2021年12月01日 ,普通住宅 ,6141
4室2厅,低楼层/共33层,126.91,平层/精装,88.0,绿地伊顿公馆,白云区,南,有,2021年12月01日 ,普通住宅 ,6935
3室2厅,中楼层/共6层,115,错层/简装,78.0,天林花园二期,白云区,东南,无,2021年12月01日 ,普通住宅 ,6783
2室1厅,中楼层/共8层,62,平层/其他,41.0,同心路,白云区,东南,无,2021年12月01日 ,普通住宅 ,6613
3室2厅,低楼层/共10层,98.1,复式/其他,80.0,优品道·现代城,白云区,东南,无,2021年12月01日 ,普通住宅 ,8155
4室2厅,中楼层/共32层,180,暂无数据/简装,135.0,恒大城,白云区,南,有,2021年12月01日 ,普通住宅 ,7500
3室2厅,中楼层/共8层,88,暂无数据/精装,65.0,和美,白云区,南北,无,2021年12月01日 ,普通住宅 ,7387
5室2厅,高楼层/共6层,189.99,复式/其他,138.0,澳马商业步行街,白云区,南北,无,2021年12月01日 ,普通住宅 ,7264
2室1厅,中楼层/共33层,81.41,平层/简装,55.0,绿地伊顿公馆,白云区,东南,有,2021年11月30日 ,普通住宅 ,6756
3室1厅,低楼层/共28层,127.95,平层/精装,89.0,帝璟佳苑,白云区,东,有,2021年11月30日 ,普通住宅 ,6956
3室1厅,高楼层/共32层,107.8,平层/简装,86.8,恒大城,白云区,东南,有,2021年11月30日 ,普通住宅 ,8052
2室1厅,高楼层/共8层,79.14,平层/简装,51.5,育才路2号,白云区,南北,无,2021年11月30日 ,普通住宅 ,6508
