本数据由邢不行整理,,,,,,,,,,,,,,
基金代码,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
519937.OF,,,,,,,,,,-0.012865615,-0.000814581,0.158667074,0.134036939,0.036529
005170.OF,,,,,,,,,,,0.005588822,0.394501786,0.134024436,-0.088074
003182.OF,,,,,,,,,,0.027318046,0.025329969,0.084386863,0.133933442,0.042499
003967.OF,,,,,,,,,,0.072562478,0.007494727,0.188678284,0.133770353,0.048814
501303.OF,,,,,,,,,,,-0.204717357,0.175322238,0.133624361,-0.047807
004436.OF,,,,,,,,,,,0.045779955,0.101603315,0.133524121,-0.042559
002134.OF,,,,,,,,,,0.117915905,-0.026982829,0.142016807,0.133112583,0.024547
515180.OF,,,,,,,,,,,,,0.133096306,0.213975
006781.OF,,,,,,,,,,,,,0.132985782,-0.122145
001285.OF,,,,,,,,,0.027290448,0.101184879,0.056862745,0.084415584,0.132591959,0.055802
003142.OF,,,,,,,,,,1.246708873,0.026166301,0.0655326,0.132063599,0.034945
003183.OF,,,,,,,,,,0.023932988,0.023178808,0.081425061,0.131615152,0.04093
000314.OF,,,,,,,0.234825871,0.118452861,0.025936599,0.083363589,-0.06556196,0.161200058,0.131524008,0.075646
003143.OF,,,,,,,,,,0.067650925,0.024531161,0.064695792,0.131518473,0.034526
003513.OF,,,,,,,,,,-0.004,-0.178714859,0.462102689,0.131270903,0.100517
002019.OF,,,,,,,,,0.018470705,0.046479261,0.007843137,0.118204695,0.131230284,0.030436
001342.OF,,,,,,,,,0.402378593,0.156194138,-0.058301648,0.177658143,0.130850526,0.055974
004202.OF,,,,,,,,,,,0.007216291,0.105113358,0.130817052,0.08529
002261.OF,,,,,,,,,,0.097122511,0.004528737,0.198660406,0.130808647,0.044831
002262.OF,,,,,,,,,,0.095252953,0.008655091,0.199324507,0.130679284,0.043876
000590.OF,,,,,,,,0.109831709,0.030327215,0.07203718,0.021712448,0.103395449,0.130672926,0.058131
003345.OF,,,,,,,,,,0.068891912,0.027630074,0.106007771,0.130336376,0.039451
000932.OF,,,,,,,,,-0.024892704,0.029929577,0.027350427,0.195179088,0.13032368,0.037679
513880.OF,,,,,,,,,,,,,0.13011017,-0.012005
005088.OF,,,,,,,,,,,0.036659479,0.070726172,0.130077711,-0.011721
001185.OF,,,,,,,,,0.035508637,0.169601483,-0.036133122,0.095034528,0.129654655,0.055293
001286.OF,,,,,,,,,0.02546523,0.098897996,0.050980392,0.080223881,0.129533679,0.054954
165524.OF,,,,,,,,,-0.246727931,-0.057168157,-0.338094018,0.495142818,0.129382674,-0.007004
501309.OF,,,,,,,,,,,,0.04472184,0.129363063,-0.073059
003692.OF,,,,,,,,,,0.061361743,0.027825082,0.09749725,0.129175742,0.035206
001720.OF,,,,,,,,,,0.021,0.021547502,0.112176414,0.128856539,0.028713
001204.OF,,,,,,,,,0.013661202,0.115902965,0.005636071,0.175331302,0.128744199,0.038211
001343.OF,,,,,,,,,0.011741683,0.15475145,-0.061619718,0.175422139,0.128509398,0.053883
007809.OF,,,,,,,,,,,,,0.128220491,0.269517
515110.OF,,,,,,,,,,,,,0.128182268,0.175871
003693.OF,,,,,,,,,,0.060074051,0.026495515,0.096285132,0.128111308,0.034358
005517.OF,,,,,,,,,,,,0.002792739,0.128108216,-0.004232
006586.OF,,,,,,,,,,,,0.149140535,0.128089646,0.033762
001633.OF,,,,,,,,,,0.083803275,-0.024395121,0.11076508,0.128046461,0.030373
003346.OF,,,,,,,,,,0.067354617,0.025819275,0.103767943,0.127992777,0.037988
001067.OF,,,,,,,,,0.032713755,0.081713463,-0.024542429,0.118294243,0.127898109,0.029887
005140.OF,,,,,,,,,,,0.008485575,0.131558107,0.127577784,0.077248
512070.OF,,,,,,,,-0.206983806,-0.106041268,0.220226056,-0.231084243,0.479774284,0.12751189,-0.171765
002029.OF,,,,,,,,,0.034582133,0.165645311,-0.037358611,0.093007861,0.127488833,0.053717
002009.OF,,,,,,,,,0.023605578,0.052933736,0.051914035,0.101704439,0.127422645,0.040866
001249.OF,,,,,,,,,0.012782694,0.14368932,-0.032258065,0.179824561,0.127137546,0.058628
002838.OF,,,,,,,,,,0.144762097,0.027815293,0.06229019,0.126973317,0.020248
004437.OF,,,,,,,,,,,0.039447545,0.094921733,0.126838999,-0.046839
004680.OF,,,,,,,,,,,-0.025069916,0.131748796,0.126821762,0.009881
002777.OF,,,,,,,,,,0.016096579,-0.07,0.189076972,0.126779479,0.079221
004996.OF,,,,,,,,,,,-0.20847811,0.17082654,0.12672737,-0.052101
004166.OF,,,,,,,,,,,-0.139632024,0.16564559,0.126636255,0.045419
005937.OF,,,,,,,,,,,,,0.126623873,0.003527
002017.OF,,,,,,,,,0.02020202,0.077251112,-0.070699708,0.15584488,0.126510306,0.071293
001817.OF,,,,,,,,,,,-0.016699411,0.137862138,0.12642669,0.057677
001331.OF,,,,,,,,,0.133306242,0.082117438,-0.077447998,0.194189466,0.12641791,0.030476
241001.OF,,,,0.15625,0.259694477,0.194962687,0.007025761,-0.02248062,-0.037272006,0.540362438,-0.23315508,0.258019526,0.126385809,-0.074803
004446.OF,,,,,,,,,,,0.075572746,0.086860304,0.126240774,0.031111
001835.OF,,,,,,,,,,,,0.195519348,0.126064736,0.056096
002211.OF,,,,,,,,,,0.063106796,0.028115622,0.106046512,0.126035683,0.056471
004353.OF,,,,,,,,,,,0.025936599,0.080735774,0.126016601,0.016307
001332.OF,,,,,,,,,0.015807218,0.081963928,-0.075013891,0.19423308,0.126006036,0.03008
001634.OF,,,,,,,,,,0.081646014,-0.026305221,0.108443257,0.125667587,0.028865
001380.OF,,,,,,,,,0.465116279,0.082539683,-0.025720919,0.116761773,0.125610646,0.028335
004046.OF,,,,,,,,,,,0.01953156,0.064013706,0.125594672,0.019419
001433.OF,,,,,,,,,-0.002014099,0.173562059,-0.004299226,0.156303972,0.125466766,0.057202
002622.OF,,,,,,,,,,0.054615606,0.048479088,0.059836809,0.124893071,0.017643
001194.OF,,,,,,,,,0.019047619,0.036448598,0.04418395,0.079447323,0.1248,0.04243
004914.OF,,,,,,,,,,,-0.01525728,0.098531646,0.124723451,0.126711
004047.OF,,,,,,,,,,,0.01849866,0.062999035,0.124556335,0.018652
004100.OF,,,,,,,,,,,0.065338187,0.060881295,0.124523184,0.039047
005141.OF,,,,,,,,,,,0.005291005,0.128103277,0.124211004,0.074797
004720.OF,,,,,,,,,,,-0.03781303,0.106163038,0.123994638,0.089786
002010.OF,,,,,,,,,0.016949153,0.047058824,0.048802712,0.098399695,0.123926806,0.03858
002574.OF,,,,,,,,,,0.06639839,0.053032412,0.165190525,0.123884292,0.074341
007810.OF,,,,,,,,,,,,,0.123776224,0.265801
519050.OF,,,,,,,0.212787213,0.112026359,0.023888436,0.096173891,-0.027732463,0.161073825,0.123554913,0.034084
001836.OF,,,,,,,,,,,,0.193089431,0.12350937,0.054707
006255.OF,,,,,,,,,,,,0.124051139,0.123422783,0.037966
001818.OF,,,,,,,,,,,-0.019665683,0.138415246,0.123348018,0.056502
005089.OF,,,,,,,,,,,0.030532103,0.064304087,0.123344074,-0.016175
000933.OF,,,,,,,,,-0.033043478,0.023381295,0.021968366,0.187374997,0.123117803,0.033123
004913.OF,,,,,,,,,,,-0.013460963,0.099252072,0.122931225,0.127651
006129.OF,,,,,,,,,,,,,0.122905028,0.171
002025.OF,,,,,,,,,0.034573161,0.078849722,0.038693035,0.08692053,0.122619954,0.044016
001970.OF,,,,,,,,,,-0.045954046,-0.229319372,0.441576087,0.122525919,0.150294
519755.OF,,,,,,,,,0.042701092,0.107619048,-0.004299226,0.171405338,0.122514481,0.058653
005518.OF,,,,,,,,,,,,-0.002205735,0.122487942,-0.007967
002116.OF,,,,,,,,,,0.089310784,0.043879124,0.08483936,0.122393194,0.043109
501041.OF,,,,,,,,,,,0.043644942,0.033907884,0.122164526,0.01924
007686.OF,,,,,,,,,,,,,0.122135132,0.045181
002339.OF,,,,,,,,,,0.095473562,-0.021862348,0.166390728,0.122072392,0.034156
005938.OF,,,,,,,,,,,,,0.122030741,0.000553
001806.OF,,,,,,,,,,,-0.022660099,0.100806452,0.121794872,0.056359
001407.OF,,,,,,,,,0.012452107,0.034058657,0.043000915,0.074561404,0.121632653,0.04338
004721.OF,,,,,,,,,,,-0.0407145,0.102839733,0.120619946,0.087364
159990.OF,,,,,,,,,,,,,0.120607029,0.257306
486002.OF,,,,-0.197196262,0.101280559,0.292811839,0.076042518,0.155775076,0.068376068,0.193846154,0.019072165,0.30450177,0.120589376,0.079931
519761.OF,,,,,,,,,0.039721946,0.106017192,0.001727116,0.172797763,0.120587049,0.057122
002580.OF,,,,,,,,,,-0.047952048,-0.22980063,0.435967302,0.120493359,0.154953
001311.OF,,,,,,,,,0.023166023,0.059433962,0.029385574,0.08650519,0.12022293,0.066809
005746.OF,,,,,,,,,,,,0.172451628,0.120136597,0.025024
006190.OF,,,,,,,,,,,,0.121612091,0.119924542,0.005374
001807.OF,,,,,,,,,,,-0.032544379,0.097859327,0.119777159,0.05476
000844.OF,,,,,,,,0.134647992,0.008896797,0.071957672,0.003455084,0.102393835,0.119431844,0.007108
004447.OF,,,,,,,,,,,0.069020388,0.08037957,0.119262895,0.026389
515680.OF,,,,,,,,,,,,,0.119258233,0.268139
006256.OF,,,,,,,,,,,,0.119292637,0.119075248,0.034857
510030.OF,,,,-0.148394675,0.164597701,-0.096723253,0.736451049,0.020891014,-0.019230769,0.281548517,-0.137504904,0.275415056,0.118758916,0.062161
006130.OF,,,,,,,,,,,,,0.118325463,0.1676
000950.OF,,,,,,,,,-0.09479179,0.21061599,-0.219010501,0.451067369,0.11816966,-0.162836
002117.OF,,,,,,,,,,0.084111295,0.039903886,0.082107691,0.118169238,0.039943
512780.OF,,,,,,,,,,,,0.129346719,0.118139655,0.110381
519130.OF,,,,,,,,0.137479542,0.029496403,0.070580014,-0.015013055,0.127179928,0.118084228,0.036189
002026.OF,,,,,,,,,0.028517228,0.07367387,0.049405307,0.086312119,0.117977528,0.04148
000614.OF,,,,,,,,0.018292683,0.066866267,0.16463985,-0.181526104,0.191364082,0.117792422,0.017686
002172.OF,,,,,,,,,0.043884892,0.070296347,-0.01416613,0.121380013,0.117370892,0.036415
007882.OF,,,,,,,,,,,,,0.117090422,-0.163429
580007.OF,,,,-0.228703704,0.032412965,0.145348837,0.213197969,0.461087866,-0.199603341,0.21285321,-0.207911684,0.390243902,0.117042607,-0.131553
001190.OF,,,,,,,,,0.030144928,0.050553367,0.020801714,0.099615183,0.115803706,0.099651
515600.OF,,,,,,,,,,,,,0.115757706,0.279366
004774.OF,,,,,,,,,,,-0.011736867,0.094243846,0.11571116,0.048717
000507.OF,,,,,,,,0.098604651,0.049651806,0.12,0.005102041,0.104060914,0.115708812,0.044643
007796.OF,,,,,,,,,,,,,0.115677924,0.244474
005397.OF,,,,,,,,,,,,0.139963724,0.11530487,0.027741
007085.OF,,,,,,,,,,,,,0.114938713,0.067832
515150.OF,,,,,,,,,,,,,0.114790934,0.162387
002005.OF,,,,,,,,,,,0,0.02189781,0.114285714,-0.007212
004801.OF,,,,,,,,,,,,0.114528144,0.114238258,-0.021117
002409.OF,,,,,,,,,,0.081754736,0.021198157,0.061371841,0.114174245,0.022035
003938.OF,,,,,,,,,,,0.026541687,0.085351788,0.113531704,0.038996
167301.OF,,,,,,,,,-0.062580263,0.4235772,-0.238691009,0.407588284,0.113396564,-0.207341
000508.OF,,,,,,,,0.092436975,0.042735043,0.113592233,0,0.101133391,0.113222486,0.042674
501042.OF,,,,,,,,,,,0.035260514,0.025592237,0.113079777,0.013251
003484.OF,,,,,,,,,,0.012144137,-0.021439811,0.14160804,0.112950084,0.06309
004010.OF,,,,,,,,,,0.0672158,0.036135264,0.130330809,0.112865525,0.138759
004750.OF,,,,,,,,,,,,0.065853104,0.112640117,0.046605
515900.OF,,,,,,,,,,,,,0.112539851,0.2708
003805.OF,,,,,,,,,,0.076347305,0.023180343,0.084821024,0.112521928,0.068929
001191.OF,,,,,,,,,0.026750973,0.046707721,0.019370022,0.096430474,0.112406868,0.096753
007266.OF,,,,,,,,,,,,,0.112247825,0.001719
005167.OF,,,,,,,,,,,,0.086656363,0.112175232,0.030011
004607.OF,,,,,,,,,,,0.009580838,0.026815198,0.112122785,0.04367
002410.OF,,,,,,,,,,0.060878244,0.020696143,0.060829493,0.112053522,0.019654
003485.OF,,,,,,,,,,0.010652066,-0.016548463,0.141426282,0.111793612,0.062227
160517.OF,,,,,,,,,-0.018244823,0.209800967,-0.109745904,0.296324736,0.111473332,0.016702
003806.OF,,,,,,,,,,0.075855874,0.022172743,0.0854057,0.11138055,0.068242
007797.OF,,,,,,,,,,,,,0.111078082,0.241059
515980.OF,,,,,,,,,,,,,0.110711071,-0.019989
240016.OF,,,,-0.13938754,0.153374233,-0.094680851,0.672150411,0.007027407,-0.018143754,0.26652452,-0.135241302,0.254380273,0.110708743,0.058221
003300.OF,,,,,,,,,,0.1195,0.024207235,0.058259201,0.11047304,0.018697
004802.OF,,,,,,,,,,,,0.109204334,0.110369753,-0.023497
004011.OF,,,,,,,,,,0.06721015,0.060906855,0.128160249,0.11013027,0.135696
000072.OF,,,,,,,0.295431472,0.425548589,-0.027198394,0.02979146,0.025072324,0.038664158,0.11004438,0.05279
002398.OF,,,,,,,,,,0.056829511,0.02679191,0.057145583,0.109647144,0.003904
003797.OF,,,,,,,,,,0.060261399,0.030394279,0.093607306,0.108810021,0.057765
007233.OF,,,,,,,,,,,,,0.108474576,0.059934
004751.OF,,,,,,,,,,,,0.053116438,0.10817063,0.04342
003798.OF,,,,,,,,,,0.059269607,0.029389601,0.092514641,0.107714214,0.056938
165523.OF,,,,,,,,,-0.261814431,-0.056046446,-0.280216363,0.429315234,0.107347266,-0.056466
000538.OF,,,,,,,,0.116838488,-0.006153846,0.030959752,-0.06981982,0.083131558,0.107302534,-0.09354
002053.OF,,,,,,,,,-0.006153846,0.030185759,-0.069872276,0.084006462,0.107302534,-0.094886
002535.OF,,,,,,,,,,0.140625,0.001684063,0.18122388,0.107269504,0.039231
003939.OF,,,,,,,,,,,0.020400079,0.078901398,0.106953315,0.034281
001092.OF,,,,,,,,,-0.172106825,0.132616487,-0.074894515,0.271379704,0.106726457,0.051053
003592.OF,,,,,,,,,,0.0923,-0.013732491,0.163114184,0.105931466,0.047106
163113.OF,,,,,,,,-0.297482769,-0.169703194,-0.110704842,-0.235433031,0.404748284,0.105878915,-0.063166
007267.OF,,,,,,,,,,,,,0.105616255,-0.002774
161124.OF,,,,,,,,,,0.111426256,-0.09733868,0.149131664,0.105526755,0.026466
006263.OF,,,,,,,,,,,,0.14603335,0.105202822,0.025772
002536.OF,,,,,,,,,,0.137829912,-0.001802321,0.175762049,0.105121294,0.039024
003591.OF,,,,,,,,,,0.0972,-0.012121764,0.161977471,0.104990054,0.047664
003854.OF,,,,,,,,,,,-0.050152841,0.032977845,0.104391261,0.148554
512530.OF,,,,,,,,,,,,,0.104370082,0.044979
169106.OF,,,,,,,,,,,,0.151861042,0.104084784,0.047931
004413.OF,,,,,,,,,,,0.009156627,0.039541547,0.10400588,0.029294
003855.OF,,,,,,,,,,,-0.043463994,0.037558288,0.103288949,0.089351
005537.OF,,,,,,,,,,,,0.12833857,0.103211209,-0.009387
002399.OF,,,,,,,,,,0.052052052,0.021006275,0.051500484,0.103019702,-0.000584
004442.OF,,,,,,,,,,,0.029548744,0.099137123,0.102909805,0.05207
003331.OF,,,,,,,,,,0.020146138,0.064463317,0.166009805,0.102308326,0.041583
000894.OF,,,,,,,,0.094094094,0.037511436,0.037918871,-0.022939677,0.131304348,0.102229055,0.076011
004455.OF,,,,,,,,,,,0.029362271,0.09935266,0.101638505,0.051282
005538.OF,,,,,,,,,,,,0.122636841,0.10148122,-0.010166
002666.OF,,,,,,,,,,0.503244956,-0.235416667,0.29670263,0.101365924,0.501305
000585.OF,,,,,,,,0.099164927,0.016144349,0.01682243,-0.020220588,0.066604128,0.100263852,0.071942
001448.OF,,,,,,,,,0.070342205,0.055062167,-0.106060606,0.109227872,0.100169779,0.26466
005104.OF,,,,,,,,,,,,0.229918836,0.100125156,0.144379
002667.OF,,,,,,,,,,0.492946424,-0.236159776,0.295107034,0.099636364,0.499339
004775.OF,,,,,,,,,,,0.014201763,0.087204249,0.099307159,-0.014706
501053.OF,,,,,,,,,,,0.02252983,0.156596502,0.099240845,0.063399
000370.OF,,,,,,,0.149244713,0.05362776,-0.073790366,0.182789317,0.012543904,0.208126858,0.098851518,0.08212
000414.OF,,,,,,,-0.01894317,0.174796748,0.007785467,0.026609442,-0.02173913,0.047008547,0.09877551,0.066122
168203.OF,,,,,,,,,-0.100734358,0.124035992,-0.37307362,0.027241356,0.09872677,0.570968
000804.OF,,,,,,,,0.216274864,0.01408784,0.034102307,0.005528613,0.068004244,0.098356214,0.00995
001745.OF,,,,,,,,,,,-0.051039698,0.220511756,0.098317095,0.06197
001231.OF,,,,,,,,,0.016997167,0.081708449,-0.006866953,0.328435609,0.098243331,0.015403
006398.OF,,,,,,,,,,,,,0.098188304,0.019061
005179.OF,,,,,,,,,,,,0.274822695,0.098052851,-0.094504
100056.OF,,,,,0.026345934,0.296875,0.00172117,1.630584192,-0.286740692,0.331959707,-0.319697491,0.301667509,0.097826087,0.124823
002561.OF,,,,,,,,,,0.146538617,-0.110330993,0.271702367,0.097340426,0.086767
257040.OF,,0.566963363,-0.112267428,-0.23919722,0.089262613,0.229216152,0.359474943,0.57741376,-0.182959856,0.122282609,-0.367231638,0.275510204,0.097,0.039198
004278.OF,,,,,,,,,,,-0.055806284,0.236143028,0.096594289,-0.063471
003877.OF,,,,,,,,,,0.020793762,0.014494173,0.07587605,0.096543383,0.022587
512730.OF,,,,,,,,,,,,,0.096506157,0.04638
002027.OF,,,,,,,,,0.032654284,0.022420013,0.036139793,0.090081013,0.096464203,0.053483
161121.OF,,,,,,,,,0.006224987,0.182886927,-0.108692589,0.278272352,0.09642308,0.01027
519981.OF,,,,,0.114496013,0.246473397,0.089722643,0.023326572,0.131813677,0.083187391,-0.042845594,0.221096339,0.096256684,0.134495
002533.OF,,,,,,,,,,0.164543941,0.03658973,0.091192081,0.096036881,0.05265
005523.OF,,,,,,,,,,,,0.062004256,0.095819291,0.023938
006462.OF,,,,,,,,,,,,0.266433217,0.095749723,-0.09589
002328.OF,,,,,,,,,,0.081936685,-0.012048193,0.220383275,0.095645967,0.012378
001746.OF,,,,,,,,,,,-0.048249763,0.218982655,0.095575221,0.060454
002120.OF,,,,,,,,,,0.084792858,0.046169322,0.075,0.095575025,0.031407
002384.OF,,,,,,,,,,,-0.036097561,0.199392713,0.09535865,0.031587
513500.OF,,,,,,,0.133797217,0.069524812,0.175834085,0.130158951,-0.020109802,0.327541706,0.095267451,0.142226
001164.OF,,,,,,,,,0.039585297,0.063825929,0.057354696,0.058551489,0.095255745,0.045008
005707.OF,,,,,,,,,,,,0.145344266,0.095126017,-0.086594
001635.OF,,,,,,,,,0.113597762,0.071684909,0.003850984,0.198148611,0.095009397,0.047229
501029.OF,,,,,,,,,,,-0.208502275,0.192124673,0.094800918,0.193966
512890.OF,,,,,,,,,,,,0.216229738,0.094611271,0.245021
161907.OF,,,,,0.069202454,-0.079756713,0.523007856,0.270858921,-0.074544166,0.186716792,-0.168837264,0.201933936,0.093898643,0.232231
006399.OF,,,,,,,,,,,,,0.093785311,0.016012
006844.OF,,,,,,,,,,,,,0.093705088,0.006921
002453.OF,,,,,,,,,,0.024900398,-0.056365403,0.036045314,0.093439364,-0.014545
008209.OF,,,,,,,,,,,,,0.0933,0.035763
001636.OF,,,,,,,,,0.103117506,0.063586957,-0.001873616,0.193430034,0.093086437,0.045654
005524.OF,,,,,,,,,,,,0.057516974,0.092543337,0.021659
003878.OF,,,,,,,,,,0.017194842,0.01031941,0.071498054,0.092319801,0.019569
050025.OF,,,,,,0.267178578,0.128010917,0.066340574,0.165676175,0.121622387,-0.02020202,0.30943299,0.092075739,0.132723
513900.OF,,,,,,,,,,,,0.143655049,0.091912483,-0.078272
003189.OF,,,,,,,,,,0.084435402,0.015947467,0.109879963,0.091514143,0.025915
515020.OF,,,,,,,,,,,,,0.091501996,0.045126
519957.OF,,,,,,,,,-0.21057047,-0.062699256,-0.140362812,0.24650488,0.091418897,0.009598
007466.OF,,,,,,,,,,,,,0.091415831,0.228464
006351.OF,,,,,,,,,,,,,0.091389149,-0.077025
004836.OF,,,,,,,,,,,,0.204394063,0.091111974,0.067852
004144.OF,,,,,,,,,,,0.148731491,0.047372742,0.090616916,0.021419
007251.OF,,,,,,,,,,,,,0.090567158,0.013523
005125.OF,,,,,,,,,,,-0.21177261,0.187320574,0.090368729,0.190428
001165.OF,,,,,,,,,0.028708134,0.050139535,0.017716361,0.053042972,0.089730436,0.041171
002849.OF,,,,,,,,,,0.074815595,-0.001960784,0.371691683,0.089525515,0.094495
090010.OF,,,,-0.220472441,0.071969697,-0.075382803,0.515923567,0.252941176,-0.044936284,0.262640449,-0.137931034,0.196023895,0.089296274,0.184039
007467.OF,,,,,,,,,,,,,0.088673621,0.226129
006352.OF,,,,,,,,,,,,,0.088651877,-0.07869
164811.OF,,,,,,-0.060591498,0.286524528,0.228680591,-0.164866646,0.222206738,-0.148497698,0.110569466,0.088387869,0.090559
004145.OF,,,,,,,,,,,0.097350993,0.043452022,0.088325209,0.019131
005585.OF,,,,,,,,,,,,0.444168734,0.088273196,-0.064206
006005.OF,,,,,,,,,,,,,0.088027514,0.028535
005166.OF,,,,,,,,,,,,0.082278481,0.08781362,0.012746
002334.OF,,,,,,,,,,0.196311403,-0.155944263,0.196610467,0.087620166,0.038931
002231.OF,,,,,,,,,0.014768881,0.081,-0.025901943,0.164292498,0.087275693,0.025506
165521.OF,,,,,,,0.858926898,-0.118858446,-0.059312377,0.14557426,-0.166609019,0.335003877,0.087195241,-0.047652
000762.OF,,,,,,,,,,,0.035911602,0.142222222,0.087159533,0.010737
007801.OF,,,,,,,,,,,,,0.086982249,0.182907
006075.OF,,,,,,,,,,,,0.303952467,0.086773912,0.12932
008210.OF,,,,,,,,,,,,,0.0867,0.031103
002149.OF,,,,,,,,,,0.060546875,0.029847634,0.093535392,0.086462882,0.215434
001800.OF,,,,,,,,,-0.000985222,0.072978304,0.020680147,0.155425484,0.086275427,0.01478
003044.OF,,,,,,,,,,0.119035245,-0.03689265,0.149965446,0.085851648,0.03629
000753.OF,,,,,,,,0.118889971,0.035698746,0.037532185,0.010403742,0.066502928,0.085843236,0.005443
005105.OF,,,,,,,,,,,,0.229035419,0.085772867,0.144356
164825.OF,,,,,,,,,,,,0.11481605,0.085643071,0.088254
166024.OF,,,,,,,,,,,-0.192597738,0.272213346,0.08512251,0.197002
003697.OF,,,,,,,,,,,-0.016149555,0.079685635,0.084677048,0.020812
001905.OF,,,,,,,,,-0.004975124,0.022,-0.054598826,0.101117781,0.084594417,0.015339
007884.OF,,,,,,,,,,,,,0.084494515,0.074962
005126.OF,,,,,,,,,,,-0.177662441,0.380143221,0.084425292,0.057011
690003.OF,,,,-0.307845084,0.041606887,-0.022038567,0.171830986,0.608173077,-0.187593423,0.145354186,-0.237751004,0.001053741,0.084210526,-0.061165
002454.OF,,,,,,,,,,0.017034068,-0.064039409,0.027368421,0.084016393,-0.019849
001136.OF,,,,,,,,,0.019444444,0.034984026,0.042249752,0.099029126,0.083922261,0.066316
001744.OF,,,,,,,,,,0.082455932,-0.192713327,0.219714964,0.083739046,-0.07637
510060.OF,,,-0.233719583,-0.197943445,0.10209276,-0.137199555,0.803509468,-0.061895339,-0.079573421,0.203526865,-0.142237503,0.181857425,0.082755022,0.020529
001264.OF,,,,,,,,,0.023089555,0.060362173,0.065464896,0.399821906,0.082697201,-0.058167
005662.OF,,,,,,,,,,,,0.403503151,0.082642112,-0.023758
005317.OF,,,,,,,,,,,,0.128845343,0.082501167,0.061557
002335.OF,,,,,,,,,,0.194380018,-0.159907387,0.190078236,0.082175407,0.035068
519956.OF,,,,,,,,,-0.21875,-0.083243243,-0.148231132,0.235359269,0.08203519,0.004868
005813.OF,,,,,,,,,,,,0.130396084,0.081791339,-0.080247
006006.OF,,,,,,,,,,,,,0.081672748,0.023958
003045.OF,,,,,,,,,,0.114479286,-0.040929521,0.145378403,0.081483416,0.033164
000754.OF,,,,,,,,0.116358325,0.03939586,0.033419023,0.006314581,0.062179122,0.081430461,0.002504
001289.OF,,,,,,,,,0.075149445,0.055599682,0.05944319,0.078125,0.081027668,0.024375
006535.OF,,,,,,,,,,,,,0.080593229,-0.014537
005318.OF,,,,,,,,,,,,0.098920863,0.080388948,0.059971
400013.OF,,,,,,,,,,,-0.091433278,0.129843555,0.079985084,0.127147
007792.OF,,,,,,,,,,,,,0.07986524,0.2294
008140.OF,,,,,,,,,,,,,0.079501169,0.004332
006536.OF,,,,,,,,,,,,,0.078911696,-0.015615
210007.OF,,,,,-0.063458206,0.307615658,0.233942957,0.447763973,0.014171833,-0.139737991,-0.264974619,0.052486188,0.078740157,0.043796
002327.OF,,,,,,,,,,0.061491935,0.065527065,0.39483066,0.078594249,-0.059834
002023.OF,,,,,,,,,,,-0.062170706,0.260018727,0.078314682,0.059259
161126.OF,,,,,,,,,,0.105205751,0.023237036,0.252345463,0.078274872,0.117914
002196.OF,,,,,,,,,,-0.129144852,-0.25751503,0.052631579,0.078205128,0.042806
519671.OF,,,-0.15984016,-0.177170036,0.134393064,-0.091719745,0.643758766,0.037542662,-0.024671053,0.346543002,-0.144020038,0.268736558,0.078052035,-0.001238
007793.OF,,,,,,,,,,,,,0.077700694,0.227699
002900.OF,,,,,,,,,,0.005848587,-0.312372133,0.690416536,0.077535896,0.038858
005814.OF,,,,,,,,,,,,0.130735456,0.077371129,-0.082988
005663.OF,,,,,,,,,,,,0.396910534,0.077177085,-0.027447
004806.OF,,,,,,,,,,,,0.124643799,0.077045796,-0.047051
007687.OF,,,,,,,,,,,,,0.07695157,0.127085
000215.OF,,,,,,,0.054474708,0.288745387,0.066571224,0.137396853,0.022517975,0.11160698,0.076945132,0.022546
008664.OF,,,,,,,,,,,,,0.076935453,0.031903
002322.OF,,,,,,,,,,0.05229794,0.056475904,0.075552388,0.076872101,0.022154
160922.OF,,,,,,,,,,0.156686627,-0.198446937,0.122712594,0.076701822,-0.01959
004276.OF,,,,,,,,,,,-0.028916449,0.178729301,0.076463532,0.17309
001506.OF,,,,,,,,,0.030541872,0.062141491,0.063006301,0.065198984,0.076311606,-0.01034
006353.OF,,,,,,,,,,,,0.086716049,0.075706625,0.043765
100032.OF,,0.678321678,-0.09059772,-0.155115566,0.100599386,-0.069194313,0.484725051,0.304198503,-0.005858751,0.232864684,-0.162584362,0.205821206,0.075474603,0.190773
002024.OF,,,,,,,,,,,-0.154038376,0.234412913,0.075179937,0.057289
001899.OF,,,,,,,,,-0.197556008,0.017766497,-0.325436409,0.256931608,0.075,-0.030096
006477.OF,,,,,,,,,,,,,0.074462061,-0.039614
001743.OF,,,,,,,,,,0.025100402,0.066601371,0.168028727,0.074436827,0.349134
001507.OF,,,,,,,,,0.028599606,0.060402685,0.056962025,0.063301967,0.074014481,-0.011985
512330.OF,,,,,,,,,-0.227494033,0.010627781,-0.323061873,0.741690751,0.073325036,0.039038
004347.OF,,,,,,,,,,,-0.315046346,0.683713611,0.073271028,0.035789
001392.OF,,,,,,,,,0.02997003,0.12657614,-0.113215669,0.256213592,0.073266868,-0.041334
310398.OF,,,,-0.163875598,0.145922747,-0.089013733,0.607098808,0.050481794,-0.024271451,0.362978369,-0.146981627,0.254795226,0.072985877,0.018741
005477.OF,,,,,,,,,,,,0.130160272,0.072840567,-0.210895
008127.OF,,,,,,,,,,,,,0.072764713,0.01941
