本数据由邢不行整理,,,,,,,,,,,,,,
基金代码,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
007475.OF,,,,,,,,,,,,,0.899676941,0.167946
003581.OF,,,,,,,,,,0.046,-0.183556405,0.326697892,0.899382171,-0.033457
005472.OF,,,,,,,,,,,,0.646082816,0.898939434,0.183199
470006.OF,,,,-0.238613861,0.144343303,0.416327751,0.103015075,0.460895976,-0.168237933,-0.03264095,-0.18404908,0.613338098,0.898408813,0.086074
005689.OF,,,,,,,,,,,,0.763601045,0.898351292,0.071941
160643.OF,,,,,,,,,,,-0.274919268,0.232779097,0.897880539,-0.019416
002251.OF,,,,,,,,,,-0.105960265,-0.221164021,0.254076087,0.897074756,0.02056
005242.OF,,,,,,,,,,,,0.528156789,0.897070195,-0.032156
008009.OF,,,,,,,,,,,,,0.897013593,0.377563
001104.OF,,,,,,,,,0.002259887,0.14994363,-0.152941176,0.663194444,0.896931347,-0.019209
005352.OF,,,,,,,,,,,-0.2063,0.363613456,0.896886261,0.388164
005037.OF,,,,,,,,,,,-0.297656745,0.233694019,0.896820563,0.47383
160645.OF,,,,,,,,,,,,,0.896408964,-0.154051
003230.OF,,,,,,,,,,0.094662638,-0.202113868,0.749441964,0.896204147,0.121758
001985.OF,,,,,,,,,0.130478088,0.237885463,-0.249822064,0.634724858,0.895593852,0.120096
001569.OF,,,,,,,,,-0.189162562,-0.093560146,-0.31769437,0.632612967,0.895306859,0.523175
519133.OF,,,,,,,,,,0.174468408,-0.275705187,0.74120603,0.895041369,0.181626
002345.OF,,,,,,,,,,-0.107317073,-0.32568306,0.350081037,0.894357743,0.157795
005819.OF,,,,,,,,,,,,0.400994904,0.894085044,0.047826
001558.OF,,,,,,,,,-0.034147589,0.079581568,-0.178216607,0.594477612,0.893382009,0.001187
001832.OF,,,,,,,,,,,,0.804026846,0.892857143,-0.061714
005341.OF,,,,,,,,,,,,0.694211953,0.892429724,0.148834
007083.OF,,,,,,,,,,,,,0.892363747,-0.016085
000328.OF,,,,,,,-0.075697211,0.966594828,-0.258082192,0.274741507,-0.383545771,0.580827068,0.890665874,0.086821
690004.OF,,,,-0.349349349,0.052307692,0.10380117,0.312582781,0.535822402,-0.140604468,0.224006116,-0.168019988,0.399399399,0.89055794,0.056754
310388.OF,,,0.012298788,-0.305266061,0.0546875,0.122222222,0.147414741,0.484723526,-0.234884738,0.493346652,-0.266324664,0.602110168,0.890412491,-0.109525
005342.OF,,,,,,,,,,,,0.699882629,0.889663744,0.147545
519002.OF,,,,,,,0.046938776,0.62962963,-0.026913876,0.08099284,-0.222758621,0.767524401,0.889056225,0.291523
005353.OF,,,,,,,,,,,-0.209620962,0.358091864,0.889033821,0.384118
090020.OF,,,,,,0.061368209,-0.07014218,0.268093782,-0.270900322,0.153252481,-0.316443595,0.360839161,0.889003083,0.124592
005038.OF,,,,,,,,,,,-0.30096164,0.228117914,0.88897095,0.469503
001171.OF,,,,,,,,,-0.211097708,0.197247706,-0.205619413,0.54340836,0.888541667,0.285714
000803.OF,,,,,,,,0.393268379,-0.190082645,0.124018838,-0.251396648,0.546641791,0.888419783,0.123603
006266.OF,,,,,,,,,,,,,0.888143526,0.211518
159949.OF,,,,,,,,,,-0.14809402,-0.375411008,0.511787594,0.887509463,0.154247
001298.OF,,,,,,,,,-0.017595308,0.07761194,-0.227146814,0.449223417,0.886232481,0.807692
007718.OF,,,,,,,,,,,,,0.886197578,0.059432
001559.OF,,,,,,,,,-0.036638483,0.07712766,-0.181358025,0.587995777,0.885849953,-0.001763
004569.OF,,,,,,,,,,,-0.261268781,0.502824859,0.885714286,0.102472
001163.OF,,,,,,,,,-0.157581764,0.347058824,-0.299563319,0.581047382,0.885646688,-0.076955
200012.OF,,,,,-0.006313131,0.132147395,0.382716049,-0.040584416,-0.014382403,0.278969957,-0.199395973,0.455444715,0.884517913,0.093524
006269.OF,,,,,,,,,,,,,0.884401659,0.209744
006345.OF,,,,,,,,,,,,,0.884341002,-0.160996
005473.OF,,,,,,,,,,,,0.633076811,0.883791233,0.176051
160222.OF,,,,,,,,0.198988254,0.058576225,0.578826357,-0.191267878,0.673285606,0.883690021,-0.118512
003231.OF,,,,,,,,,,0.035282258,-0.204028453,0.744581006,0.882861535,0.115854
003624.OF,,,,,,,,,,0.267701863,-0.342315858,0.337596225,0.882391163,0.299324
006796.OF,,,,,,,,,,,,,0.881933182,-0.038047
005743.OF,,,,,,,,,,,,0.753757463,0.881310167,0.112231
006251.OF,,,,,,,,,,,,,0.87929891,0.163087
006051.OF,,,,,,,,,,,,,0.87910703,0.366563
007111.OF,,,,,,,,,,,,,0.879082083,-0.036637
001736.OF,,,,,,,,,0.17961165,0.24526749,-0.19828156,0.354492993,0.878880097,0.094914
001532.OF,,,,,,,,,,,-0.159779614,0.459016393,0.878651685,0.574561
000431.OF,,,,,,,,0.090796179,-0.050139276,0.430107527,-0.275461381,0.640566038,0.878090857,0.207287
005164.OF,,,,,,,,,,,,0.344109723,0.87800656,0.075098
206012.OF,,,,,,0.004201681,0.042887029,0.520561685,-0.113456464,0.072916667,-0.325242718,0.601233299,0.876765083,0.177839
005165.OF,,,,,,,,,,,,0.340212556,0.875979714,0.074318
519126.OF,,,,,,,,0.523287671,-0.167266187,-0.004319654,-0.349963847,0.62625139,0.875512996,0.410284
004784.OF,,,,,,,,,,,-0.298491165,0.644403566,0.875484038,0.533746
160813.OF,,,,,,,,0.009380863,-0.276022305,0.073170732,-0.222488038,0.232307692,0.875156055,0.094541
005680.OF,,,,,,,,,,,,,0.874709257,0.209926
005176.OF,,,,,,,,,,,0.031725764,0.673172125,0.874196302,0.108989
003625.OF,,,,,,,,,,0.251656315,-0.347117691,0.342031923,0.873135737,0.294447
512170.OF,,,,,,,,,,,,,0.872943981,-0.018837
005450.OF,,,,,,,,,,,,0.4970347,0.872387053,-0.140407
000294.OF,,,,,,,0.24,0.573387097,-0.168631471,0.281134402,-0.153031761,0.710069595,0.872131148,-0.139448
005744.OF,,,,,,,,,,,,0.756938691,0.871971706,0.10813
006052.OF,,,,,,,,,,,,,0.871901574,0.362507
004987.OF,,,,,,,,,,,0.010083092,0.155467234,0.871610271,-0.05906
001656.OF,,,,,,,,,,,-0.265648855,0.305857894,0.871511519,0.095677
006233.OF,,,,,,,,,,,,,0.870389489,0.425661
005049.OF,,,,,,,,,,,-0.168041607,0.72321621,0.869714786,0.140133
005642.OF,,,,,,,,,,,,0.485704324,0.868340765,0.126994
002340.OF,,,,,,,,,,0.287906137,-0.277505256,0.709020369,0.868331442,0.194107
005075.OF,,,,,,,,,,,-0.260882739,0.463104673,0.867656673,0.20158
005050.OF,,,,,,,,,,,-0.167220178,0.732701013,0.866944514,0.138873
000609.OF,,,,,,,,0.385596399,-0.100703844,0.058409036,-0.252320675,0.598194131,0.865819209,0.084027
160630.OF,,,,,,,,0.231907786,-0.21182624,-0.195934258,-0.268109032,0.233801958,0.865401943,-0.04841
006218.OF,,,,,,,,,,,,,0.864595545,0.119235
519171.OF,,,,,,,,,-0.195304162,0.00265252,-0.149470899,0.482115086,0.863440975,0.257725
000684.OF,,,,,,,,0.317808219,-0.147609148,0.137398374,-0.175125089,0.122183709,0.863320463,0.11811
002980.OF,,,,,,,,,,0.017329256,-0.190380762,0.658415842,0.862686567,0.111779
550009.OF,,,,-0.302254098,0,0.393538913,0.447839831,0.490538574,-0.287597656,0.077450308,-0.309796438,0.75483871,0.862394958,0.50846
006234.OF,,,,,,,,,,,,,0.861061531,0.420322
007586.OF,,,,,,,,,,,,,0.860421227,0.090817
501009.OF,,,,,,,,,,0.149042298,-0.246831047,0.531527378,0.860153545,-0.056284
001135.OF,,,,,,,,,-0.23857868,0.021666667,-0.228384992,0.420718816,0.860119048,-0.0728
007581.OF,,,,,,,,,,,,,0.859970674,-0.057154
000073.OF,,,,,,,-0.011213048,0.559793814,-0.320555188,0.335603113,-0.354697742,0.651241535,0.859330144,0.104073
006281.OF,,,,,,,,,,,,,0.8583354,0.366661
003516.OF,,,,,,,,,,,-0.083208321,0.892003927,0.858221863,0.109094
007464.OF,,,,,,,,,,,,,0.857142857,0.147296
660005.OF,,,,-0.213987388,0.111273182,0.437418792,0.098322148,0.821998167,-0.201529329,0.129745147,-0.326547127,0.422147736,0.856895095,0.061931
006049.OF,,,,,,,,,,,,0.23873923,0.856136644,0.333223
004788.OF,,,,,,,,,,,,0.472927242,0.855925713,0.043586
000124.OF,,,,,,,0.110161443,1.233432153,-0.288348701,0.057126031,-0.233426184,0.456395349,0.855788423,0.133907
003032.OF,,,,,,,,,,,-0.189584151,0.413893259,0.855430968,0.099922
519679.OF,,,,,,0.735135135,0.261163032,0.884726225,-0.238750546,0.203656007,-0.328778583,0.573327794,0.855294428,0.112724
000924.OF,,,,,,,,0.404170804,-0.189533239,-0.020069808,-0.127268048,0.796816548,0.855282966,0.294369
001825.OF,,,,,,,,,,,-0.25499002,0.47635633,0.855185555,0.231341
000884.OF,,,,,,,,0.199009901,-0.150289017,0.248785228,-0.157976654,0.435304991,0.854877317,-0.037247
001857.OF,,,,,,,,,,,-0.258160237,0.686666667,0.854545455,-0.109974
004789.OF,,,,,,,,,,,,0.471136203,0.854072724,0.042794
005643.OF,,,,,,,,,,,,0.474447433,0.853743655,0.120229
001864.OF,,,,,,,,,,0.27159309,-0.297358491,0.55424275,0.853489979,0.124534
007343.OF,,,,,,,,,,,,,0.853456592,0.106432
006122.OF,,,,,,,,,,,,,0.852896524,0.175385
501010.OF,,,,,,,,,,0.147959693,-0.24369894,0.53102735,0.852885987,-0.059143
007192.OF,,,,,,,,,,,,,0.852772635,0.331224
002259.OF,,,,,,,,,,0.253891051,-0.249806051,0.516028956,0.8526603,-0.011414
519987.OF,,,-0.067484663,-0.251096491,0.035139092,0.210749646,0.285046729,0.369905233,-0.188487985,0.100189842,-0.153539382,0.329799764,0.851256635,-0.092828
005730.OF,,,,,,,,,,,,0.488833747,0.850980392,0.322246
006113.OF,,,,,,,,,,,,0.705210335,0.849978085,-0.001151
007465.OF,,,,,,,,,,,,,0.849965923,0.143887
006751.OF,,,,,,,,,,,,,0.849753695,0.128096
005738.OF,,,,,,,,,,,,0.438467367,0.848382242,0.073031
002861.OF,,,,,,,,,,,-0.4,0.579288026,0.848360656,0.064302
360016.OF,,,,,,-0.05824577,0.368508145,0.382618751,-0.066468254,0.066950053,-0.229083665,0.746825896,0.847955425,0.012043
002307.OF,,,,,,,,,,0.198316183,-0.184231069,0.455502392,0.847468771,0.025979
660004.OF,,,0.144987097,-0.221619366,0.113994638,0.180978052,0.095044017,0.41394968,-0.132877073,0.265011232,-0.239489345,0.416572006,0.847329264,0.126631
006366.OF,,,,,,,,,,,,0.407502977,0.846848117,0.114768
001193.OF,,,,,,,,,-0.140873016,-0.038106236,-0.300120048,0.481989708,0.844907407,-0.171769
001166.OF,,,,,,,,,-0.117045455,0.046332046,-0.302583026,0.238095238,0.844729345,0.309653
050026.OF,,,,,,0.332659252,0.086951473,0.449188993,-0.213785676,0.054109589,-0.194931774,0.841000807,0.843928102,0.057299
003961.OF,,,,,,,,,,0.087034634,-0.182168763,0.921859212,0.843614908,0.075985
110011.OF,,0.747201627,0.145654109,-0.272656655,0.05247419,0.096130429,0.314262791,0.257853956,0.083028448,0.468177418,-0.142964733,0.653162641,0.843449513,
000780.OF,,,,,,,,0.593418259,-0.140572951,-0.062790698,-0.199338296,0.561983471,0.842592593,-0.006461
001365.OF,,,,,,,,,-0.260381594,0.241274659,-0.292176039,0.436960276,0.842548077,0.071755
005299.OF,,,,,,,,,,,,0.646019997,0.841827075,0.334733
519095.OF,,,,-0.145104895,0.288343558,0.126984127,0.392253521,0.435697266,-0.131132075,0.018458198,-0.242004264,0.497187061,0.841240019,0.241276
002160.OF,,,,,,,,,,0.319366853,-0.228652082,0.583714547,0.840554593,0.075643
007579.OF,,,,,,,,,,,,,0.84053452,0.287004
001382.OF,,,,,,,,,,,-0.1936721,0.66587396,0.840114204,-0.108223
003962.OF,,,,,,,,,,0.085346377,-0.18348202,0.945483217,0.839914312,0.074389
002683.OF,,,,,,,,,,0.044955045,-0.176864245,0.264808362,0.839302112,0.062406
350007.OF,,,0.104373757,-0.176417642,0.034972678,0.017951426,-0.003112033,0.099895942,-0.187322611,0.142025611,-0.182466871,0.206982544,0.838842975,0.051734
004986.OF,,,,,,,,,,,-0.225704925,0.658144733,0.838739574,-0.149514
519909.OF,,,,,,,,0.244370309,-0.04155496,0.123776224,-0.111387679,0.280812325,0.838709677,0.305085
501001.OF,,,,,,,,,-0.071493213,0.082846004,-0.164716472,0.234913793,0.838568935,0.112482
000940.OF,,,,,,,,,-0.272909699,0.298068077,-0.340892984,0.713978495,0.836888331,0.098702
007548.OF,,,,,,,,,,,,,0.836316146,-0.089295
004424.OF,,,,,,,,,,,,0.579196965,0.836169503,-0.117391
008245.OF,,,,,,,,,,,,,0.835974091,0.12614
001158.OF,,,,,,,,,-0.240088106,0.069565217,-0.283197832,0.427221172,0.835761589,0.305195
217012.OF,,,0.044404973,-0.262755102,0.050749712,0.039517014,0.34530095,0.460264909,-0.247834777,0.331266608,-0.293413174,0.430320151,0.835418038,-0.075323
001297.OF,,,,,,,,,-0.402386117,0.038112523,-0.305944056,0.654911839,0.834094368,-0.020747
005300.OF,,,,,,,,,,,,0.637597911,0.832828444,0.329825
001216.OF,,,,,,,,,0.023809524,0.120751342,0.028731045,0.588828549,0.831542969,0.087972
502003.OF,,,,,,,,,-0.201273549,-0.160862152,-0.260951278,0.250918803,0.83097193,-0.012272
002124.OF,,,,,,,,,,0.315412186,-0.333106267,0.668028601,0.830373546,0.081298
001069.OF,,,,,,,,,-0.185459941,-0.000910747,-0.240656335,0.779111645,0.829959514,0.092219
519959.OF,,,,,,,,,-0.162854529,0.254644809,-0.148954704,0.560190084,0.828680982,-0.140946
590005.OF,,,,-0.312857081,0,0.293956044,0.601910828,0.576540755,-0.287095418,0.13384434,-0.379615185,0.413243923,0.828588375,0.079792
001217.OF,,,,,,,,,0.024074074,0.118444846,0.025869038,0.579196217,0.828343313,0.086257
161837.OF,,,,,,,,,,,,,0.828330857,-0.011215
002959.OF,,,,,,,,,,0.07388664,0.011310085,0.110904007,0.826342282,0.178686
001008.OF,,,,,,,,,-0.157743786,0.284903519,-0.196996466,0.380638064,0.826294821,0.089878
005498.OF,,,,,,,,,,,,0.502416656,0.826198136,-0.010479
501065.OF,,,,,,,,,,,,0.419688218,0.825347833,-0.029961
519678.OF,,,,,0.045503792,0.194818653,0.232437121,0.462350457,-0.324350337,0.217236467,-0.282621416,0.436378467,0.825099375,-0.161792
001000.OF,,,,,,,,,-0.295245399,0.221980413,-0.412288513,0.727272727,0.824561404,0.1625
001043.OF,,,,,,,,,-0.105846774,0.253664036,-0.196942446,0.52743561,0.824046921,0.118971
002910.OF,,,,,,,,,,,-0.249833254,0.223167789,0.823364486,0.320235
519196.OF,,,,,,,,,,0.303830137,-0.216414878,0.418889318,0.82301126,0.241345
501038.OF,,,,,,,,,,,-0.235793195,0.527813114,0.822950571,-0.013744
005211.OF,,,,,,,,,,,-0.223874638,0.641718107,0.822418925,0.274662
000527.OF,,,,,,,,0.713636364,0.023342175,0.312597201,-0.173775671,0.395315488,0.8218568,-0.023129
005268.OF,,,,,,,,,,,-0.25974026,0.736842105,0.82043512,-0.100858
000220.OF,,,,,,,0.322827125,0.722021661,-0.249056604,-0.008933557,-0.038873239,0.584407972,0.819829819,0.113844
004683.OF,,,,,,,,,,,-0.193391546,0.362037151,0.819815751,0.202789
004959.OF,,,,,,,,,,,,0.286550421,0.819486407,0.1362
005009.OF,,,,,,,,,,,-0.330390288,0.369643392,0.81927579,0.281479
090016.OF,,,,,0.01032191,0.086368366,0.17816092,0.428753571,-0.424180328,0.035587189,-0.186712486,0.435211268,0.817468106,0.093952
001667.OF,,,,,,,,,,-0.081654295,-0.215935335,0.491899853,0.817374136,0.122216
002945.OF,,,,,,,,,,,-0.252,0.42513369,0.817073171,0.106866
290011.OF,,,,,0.092332048,0.095313805,0.479148181,0.420573891,-0.173022583,-0.084851936,-0.211574362,0.621941594,0.81703163,0.162025
002649.OF,,,,,,,,,,,,0.560068301,0.81698069,0.022202
008246.OF,,,,,,,,,,,,,0.816741405,0.120619
006769.OF,,,,,,,,,,,,,0.81662133,0.038674
450004.OF,,0.801309195,0.105581008,-0.253720098,0.191076093,0.053516143,0.041141898,0.248387097,-0.372739018,0.238928939,-0.206982544,0.51572327,0.81604426,0.187357
217020.OF,,,,,,,,,,,-0.242885143,0.639018329,0.815706343,-0.001531
007493.OF,,,,,,,,,,,,,0.815698416,-0.006219
006568.OF,,,,,,,,,,,,0.073892611,0.815083799,0.199549
000117.OF,,,,,,,0.011,0.733926805,-0.132344552,0.12886259,-0.288875946,0.597051597,0.814871795,-0.068946
217010.OF,,0.669087137,0.101416265,-0.360925817,0.052451539,0.148429036,0.594339623,0.283431953,-0.201504798,0.081850534,-0.247368421,0.598776224,0.814106069,-0.05214
001387.OF,,,,,,,,,-0.0250501,1.226366203,-0.186743516,0.506732814,0.813517001,0.21024
002272.OF,,,,,,,,,,0.111223458,-0.234758872,0.089179548,0.813318777,0.248645
002708.OF,,,,,,,,,,0.03678606,-0.056956116,0.581188119,0.812773951,0.315717
000167.OF,,,,,,,0.214213198,0.421404682,-0.292352941,0.352763924,-0.264259928,0.696761531,0.812608444,-0.120294
005855.OF,,,,,,,,,,,,,0.81247462,0.404714
001508.OF,,,,,,,,,-0.179224579,0.087344029,0.068852459,0.713190184,0.812444047,0.041986
000729.OF,,,,,,,,0.827044025,-0.196787149,0.071428571,-0.280666667,0.291936979,0.81205165,0.480206
005543.OF,,,,,,,,,,,,0.570919556,0.811742127,0.101085
510150.OF,,,,-0.252718543,0.066755674,0.129328327,0.199482822,0.290729905,-0.075638272,0.311048012,-0.235282536,0.421421215,0.810607158,-0.095678
040035.OF,,,,,,0.35508297,0.416753927,1.045084996,-0.043729671,0.01095994,-0.232149533,0.655306719,0.81,0.194508
007349.OF,,,,,,,,,,,,,0.809592037,0.008001
005856.OF,,,,,,,,,,,,,0.809340749,0.396772
001388.OF,,,,,,,,,-0.027054108,0.116374871,-0.183579336,0.502824859,0.809219973,0.207827
006720.OF,,,,,,,,,,,,,0.80852607,0.002005
003940.OF,,,,,,,,,,0.476855866,-0.287604655,0.72478798,0.808269859,0.093896
162412.OF,,,,,,,,,-0.254651891,-0.113539237,-0.115107023,0.499834411,0.807992388,-0.029416
006590.OF,,,,,,,,,,,,0.384615385,0.807798482,-0.029013
512770.OF,,,,,,,,,,,,0.442097507,0.807715235,0.070803
000854.OF,,,,,,,,0.375796178,-0.233465608,0.492666091,-0.280346821,0.82248996,0.80696342,-0.063415
217013.OF,,,0.080597015,-0.249539595,0.03803681,0.218676123,0.246362755,0.442023346,-0.29141932,0.296268088,-0.299059929,0.605196982,0.806788512,0.13526
006058.OF,,,,,,,,,,,,0.453680982,0.806499261,-0.000117
519915.OF,,,,,,,,0.463054187,-0.237037037,0.022947926,-0.184641933,0.742857143,0.805707347,-0.02421
002378.OF,,,,,,,,,,0.032512315,-0.15019084,0.511565237,0.805378101,-0.040323
007494.OF,,,,,,,,,,,,,0.804987212,-0.010728
001879.OF,,,,,,,,,,,,,0.804552469,0.113396
040020.OF,,,,,0.043156597,0.21749409,0.085436893,0.532200358,-0.052242518,0.104557641,-0.218446602,0.574534161,0.804076266,-0.081268
210003.OF,,,0.179590557,-0.374841812,-0.069905533,0.141323273,0.196160692,0.746200446,-0.201132532,0.189945267,-0.245144804,0.428120063,0.803729456,0.543061
001510.OF,,,,,,,,,-0.184075968,0.083258729,0.065289256,0.705973623,0.803547067,0.038074
001009.OF,,,,,,,,,-0.19266055,0.153409091,-0.303448276,0.722772277,0.803228209,0.135032
007084.OF,,,,,,,,,,,,,0.802926141,-0.085305
001457.OF,,,,,,,,,-0.05445315,-0.037433155,-0.366666667,0.538596491,0.802896672,0.286745
004905.OF,,,,,,,,,,,-0.120042154,0.675449102,0.802716226,0.186793
007305.OF,,,,,,,,,,,,,0.802666415,0.03871
002801.OF,,,,,,,,,,0.027888446,-0.174418605,0.387323944,0.802284264,0.06309
515200.OF,,,,,,,,,,,,,0.802104066,0.071
002291.OF,,,,,,,,,,0.022066199,-0.215701668,0.534409409,0.802087581,0.204308
257050.OF,,,-0.056405354,-0.155015198,0.106714628,0.19176598,0.286363636,0.42614841,-0.417740337,0.260851064,-0.2479919,0.469347455,0.801478084,0.029561
004189.OF,,,,,,,,,,,-0.410526316,0.23487107,0.800580198,-0.158048
001186.OF,,,,,,,,,-0.128289474,0.304402516,-0.226615236,0.524937656,0.799672935,0.013176
001959.OF,,,,,,,,,-0.132936508,-0.025171625,-0.399061033,0.841796875,0.799575822,0.231585
006072.OF,,,,,,,,,,,,0.2707,0.798851027,-0.02428
006928.OF,,,,,,,,,,,,,0.797496891,0.110929
001915.OF,,,,,,,,,-0.140454995,0.16570771,-0.335636723,0.72808321,0.797076526,0.050718
005303.OF,,,,,,,,,,,-0.222588376,0.600899165,0.79691888,0.157535
070018.OF,,,0.112521587,-0.232394366,-0.013761468,0.043023256,0.1393534,0.308592017,-0.097539543,0.358325219,-0.230506942,0.544290147,0.79676696,-0.018431
001220.OF,,,,,,,,,-0.150571132,0.035452323,-0.25974026,0.480063796,0.796336207,0.091182
004890.OF,,,,,,,,,,,-0.265734266,0.642585034,0.796239543,0.223647
006721.OF,,,,,,,,,,,,,0.794225593,-0.003955
090018.OF,,,,,,0.35975362,0.278702892,0.248800548,0.090697803,-0.010575793,-0.190023753,0.474340176,0.794132273,0.765244
005492.OF,,,,,,,,,,,,0.381067961,0.793760984,-0.01646
001076.OF,,,,,,,,,-0.227777778,0.428776978,-0.241691843,0.561752988,0.793367347,-0.167378
160624.OF,,,,,,,0.188020622,0.553333333,-0.197961373,0.244816054,-0.238581408,0.640084686,0.79302926,0.12263
000969.OF,,,,,,,,,-0.0816,-0.019163763,-0.215808171,0.277463194,0.792553191,0.119683
001766.OF,,,,,,,,,-0.187561698,0.065613609,-0.044469783,0.701670644,0.792356241,0.0948
002594.OF,,,,,,,,,,0.125502008,-0.120428189,0.222109533,0.791701245,0.027791
161834.OF,,,,,,,,,,-0.068931069,-0.192060086,0.147410359,0.791666667,0.211886
110015.OF,,,0.115958311,-0.295857555,0.046626984,0.291111439,0.010606506,0.68263473,-0.197743239,0.421551214,-0.252879009,0.629265471,0.791558133,-0.026939
002256.OF,,,,,,,,,,0.002030457,-0.34751773,0.580745342,0.790766208,0.312671
001714.OF,,,,,,,,,0.157157157,0.276816609,-0.101626016,0.575950774,0.790584416,0.043215
005875.OF,,,,,,,,,,,,,0.789795276,-0.022138
007346.OF,,,,,,,,,,,,,0.789704437,0.12954
005593.OF,,,,,,,,,,,,0.582860999,0.789325603,0.002001
007056.OF,,,,,,,,,,,,,0.789316162,-0.036393
000524.OF,,,,,,,,0.819025522,-0.134652873,-0.01532802,-0.282067248,0.476149176,0.788895417,0.091076
004854.OF,,,,,,,,,,,-0.32823146,0.118036161,0.788850907,0.112156
519026.OF,,,,-0.29984051,0.022779043,0.167037862,0.063931298,0.111210762,-0.312348668,0.205399061,-0.414800389,0.755407654,0.788625592,0.113937
005251.OF,,,,,,,,,,,-0.176119403,0.472826087,0.787945879,0.046092
001373.OF,,,,,,,,,-0.188106796,0.275037369,-0.232121923,0.517557252,0.787726358,0.113112
002563.OF,,,,,,,,,,0.110663984,-0.122282609,0.513931889,0.787661895,0.033251
001701.OF,,,,,,,,,,0.223149114,-0.283887468,0.552380952,0.787576687,0.222222
004855.OF,,,,,,,,,,,-0.328792814,0.118382353,0.785404339,0.110473
006881.OF,,,,,,,,,,,,,0.785299318,0.136389
377150.OF,,,,,,0.161349134,0.310047096,0.439784302,-0.17519767,0.121089808,-0.297479748,0.522741832,0.784938999,-0.012091
007146.OF,,,,,,,,,,,,,0.784893713,0.155838
001542.OF,,,,,,,,,-0.01486698,0.619539317,-0.322205681,0.372111554,0.784552846,0
161122.OF,,,,,,,,,-0.134485936,0.025687917,-0.235126488,0.528363681,0.784333893,0.020609
001827.OF,,,,,,,,,,0.242144177,-0.258928571,0.431726908,0.78401122,0.257075
004693.OF,,,,,,,,,,,,0.414025902,0.783494105,0.010435
165317.OF,,,,,,,,,,0.03669631,-0.156083613,0.511508354,0.783180026,-0.056699
001623.OF,,,,,,,,,-0.012596899,0.277723258,-0.202764977,0.439306358,0.78313253,-0.057432
008378.OF,,,,,,,,,,,,,0.783042394,-0.023832
160918.OF,,,,,,,,1.178399229,-0.244798583,0.246472038,-0.131309365,0.43140337,0.782967033,-0.002517
005304.OF,,,,,,,,,,,-0.229393546,0.590302087,0.782732757,0.150638
007854.OF,,,,,,,,,,,,,0.782701238,0.141973
370024.OF,,,,,,0.401709402,0.270325203,0.6128,-0.286706349,0.389429764,-0.322628108,0.611661166,0.782593857,0.262014
377240.OF,,,,,0.277272727,0.471530249,-0.055018138,0.653870761,-0.198065764,0.422093584,-0.356173677,0.701791359,0.782352941,0.303978
960007.OF,,,,,,,,,,0.424783028,-0.356683587,0.703840084,0.781722754,0.30376
000136.OF,,,,,,,0.226095618,1.086921202,-0.091864539,0.117697117,-0.147899911,0.465128474,0.780959198,0.033762
002773.OF,,,,,,,,,,0.078944739,-0.157914235,0.345138583,0.780866721,-0.030395
001039.OF,,,,,,,,,-0.086956522,0.147869674,-0.31441048,0.664012739,0.780861244,0.214401
487021.OF,,,,,,,0.201424212,0.176121931,0.005039597,0.143982808,-0.17658109,0.392395437,0.779901693,0.206812
400007.OF,,0.676542921,-0.016554904,-0.109453796,0.100574254,-0.019566635,0.463892379,0.5022974,-0.170671865,0.152624113,-0.208009564,0.31609323,0.779861697,-0.046983
160422.OF,,,,,,,,,,,,0.457418988,0.779684818,0.144617
001280.OF,,,,,,,,,0.021371327,0.191804708,-0.229700073,0.511601648,0.77960575,-0.020221
519673.OF,,,,,,,,0.475218659,-0.143610013,0.099230769,-0.177746676,0.590638298,0.779561263,-0.02736
006813.OF,,,,,,,,,,,,,0.779474763,0.057725
000913.OF,,,,,,,,,-0.143759106,-0.034411042,-0.144018014,0.794921652,0.77926464,0.115644
002547.OF,,,,,,,,,,0.178464606,-0.185279188,0.552440291,0.779264214,-0.030451
002774.OF,,,,,,,,,,0.077661169,-0.14394361,0.341711809,0.779150517,-0.032224
002189.OF,,,,,,,,,,0.313502028,-0.179705882,0.43958408,0.779078456,-0.025479
001482.OF,,,,,,,,,-0.259868421,0.245555556,-0.307760928,0.592783505,0.778964401,0.081999
040016.OF,,,,-0.250917351,0.09808724,-0.007753585,0.400021409,0.656625124,-0.088752481,0.063690667,-0.146953405,0.621762991,0.778089145,-0.071248
001445.OF,,,,,,,,,-0.061488673,0.118103448,-0.125674634,0.622574956,0.776630435,0.193025
002939.OF,,,,,,,,,,0.344302009,-0.31246551,1.103499373,0.776254471,0.054334
007042.OF,,,,,,,,,,,,,0.776147148,0.007547
001300.OF,,,,,,,,,-0.141676505,0.090784044,-0.288776797,0.439716312,0.775862069,0.730929
000083.OF,,,,,,,0.222124671,0.819683908,-0.116067904,0.49888343,-0.183849821,0.728368018,0.775242924,-0.065326
160424.OF,,,,,,,,,,,,,0.775165951,0.142493
470008.OF,,,0.215976331,-0.263734304,0.038116592,0.106911447,0.229593496,0.625184978,-0.212902976,0.166442049,-0.279029463,0.662660256,0.774438801,0.004484
001007.OF,,,,,,,,,0.03256705,0.112594455,-0.285767235,0.682594922,0.774427143,-0.090612
002326.OF,,,,,,,,,,0.187772926,-0.233088235,0.504972722,0.77423403,-0.022549
